  DATA CHANNELS:                                            
         ch      emin -        emax         data    +-      
       4808    4834.61    4835.62     0.85453E-04     0.51893E-06
       4809    4835.62    4836.63     0.86260E-04     0.52137E-06
       4810    4836.63    4837.64     0.84466E-04     0.51323E-06
       4811    4837.64    4838.65     0.85774E-04     0.51990E-06
       4812    4838.65    4839.66     0.84715E-04     0.51655E-06
       4813    4839.66    4840.67     0.86016E-04     0.52050E-06
       4814    4840.67    4841.68     0.83929E-04     0.51172E-06
       4815    4841.68    4842.69     0.85952E-04     0.52044E-06
       4816    4842.69    4843.70     0.85379E-04     0.51857E-06
       4817    4843.70    4844.71     0.86223E-04     0.52126E-06
       4818    4844.71    4845.72     0.83959E-04     0.51169E-06
       4819    4845.72    4846.73     0.85825E-04     0.52005E-06
       4820    4846.73    4847.74     0.85113E-04     0.51776E-06
       4821    4847.74    4848.75     0.84562E-04     0.51621E-06
       4822    4848.75    4849.76     0.84329E-04     0.51281E-06
       4823    4849.76    4850.77     0.85311E-04     0.51849E-06
       4824    4850.77    4851.78     0.84980E-04     0.51736E-06
       4825    4851.78    4852.79     0.84476E-04     0.51594E-06
       4826    4852.79    4853.80     0.83433E-04     0.51008E-06
       4827    4853.80    4854.81     0.84667E-04     0.51652E-06
       4828    4854.81    4855.82     0.85561E-04     0.51912E-06
       4829    4855.82    4856.83     0.84418E-04     0.51576E-06
       4830    4856.83    4857.84     0.83978E-04     0.51174E-06
       4831    4857.84    4858.85     0.84181E-04     0.51503E-06
       4832    4858.85    4859.86     0.85812E-04     0.51987E-06
       4833    4859.86    4860.87     0.84849E-04     0.51707E-06
       4834    4860.87    4861.88     0.84080E-04     0.51204E-06
       4835    4861.88    4862.89     0.84678E-04     0.51655E-06
       4836    4862.89    4863.90     0.85670E-04     0.51944E-06
       4837    4863.90    4864.91     0.85966E-04     0.52047E-06
       4838    4864.91    4865.92     0.84407E-04     0.51303E-06
       4839    4865.92    4866.93     0.84245E-04     0.51522E-06
       4840    4866.93    4867.94     0.84636E-04     0.51629E-06
       4841    4867.94    4868.95     0.85247E-04     0.51828E-06
       4842    4868.95    4869.96     0.84510E-04     0.51591E-06
       4843    4869.96    4870.97     0.84088E-04     0.51219E-06
       4844    4870.97    4871.98     0.85579E-04     0.51916E-06
       4845    4871.98    4872.99     0.86572E-04     0.52229E-06
       4846    4872.99    4874.00     0.84468E-04     0.51577E-06
       4847    4874.00    4875.01     0.84726E-04     0.51412E-06
       4848    4875.01    4876.02     0.84539E-04     0.51599E-06
       4849    4876.02    4877.03     0.84889E-04     0.51718E-06
       4850    4877.03    4878.04     0.85465E-04     0.51881E-06
       4851    4878.04    4879.05     0.84007E-04     0.51194E-06
       4852    4879.05    4880.06     0.85080E-04     0.51763E-06
       4853    4880.06    4881.07     0.84066E-04     0.51466E-06
       4854    4881.07    4882.08     0.84658E-04     0.51635E-06
       4855    4882.08    4883.09     0.83467E-04     0.51029E-06
       4856    4883.09    4884.10     0.85498E-04     0.51891E-06
       4857    4884.10    4885.11     0.85454E-04     0.51890E-06
       4858    4885.11    4886.12     0.85653E-04     0.51950E-06
       4859    4886.12    4887.13     0.84414E-04     0.51304E-06
       4860    4887.13    4888.14     0.84457E-04     0.51573E-06
       4861    4888.14    4889.15     0.84423E-04     0.51575E-06
       4862    4889.15    4890.16     0.84180E-04     0.51489E-06
       4863    4890.16    4891.16     0.83983E-04     0.51185E-06
       4864    4891.16    4892.17     0.84916E-04     0.51726E-06
       4865    4892.17    4893.18     0.84923E-04     0.51715E-06
       4866    4893.18    4894.19     0.84252E-04     0.51510E-06
       4867    4894.19    4895.20     0.84269E-04     0.51272E-06
       4868    4895.20    4896.21     0.86393E-04     0.52160E-06
       4869    4896.21    4897.22     0.85287E-04     0.51838E-06
       4870    4897.22    4898.23     0.84049E-04     0.51460E-06
       4871    4898.23    4899.24     0.83803E-04     0.51117E-06
       4872    4899.24    4900.25     0.84763E-04     0.51679E-06
       4873    4900.25    4901.26     0.84593E-04     0.51614E-06
       4874    4901.26    4902.27     0.83677E-04     0.51333E-06
       4875    4902.27    4903.28     0.83989E-04     0.51186E-06
       4876    4903.28    4904.29     0.84305E-04     0.51539E-06
       4877    4904.29    4905.30     0.85033E-04     0.51748E-06
       4878    4905.30    4906.31     0.84661E-04     0.51647E-06
       4879    4906.31    4907.32     0.84082E-04     0.51201E-06
       4880    4907.32    4908.33     0.84847E-04     0.51703E-06
       4881    4908.33    4909.34     0.85095E-04     0.51766E-06
       4882    4909.34    4910.35     0.84459E-04     0.51585E-06
       4883    4910.35    4911.36     0.84654E-04     0.51632E-06
       4884    4911.36    4912.37     0.84851E-04     0.51447E-06
       4885    4912.37    4913.38     0.84300E-04     0.51524E-06
       4886    4913.38    4914.39     0.85003E-04     0.51750E-06
       4887    4914.39    4915.40     0.84823E-04     0.51683E-06
       4888    4915.40    4916.41     0.83450E-04     0.51021E-06
       4889    4916.41    4917.42     0.84561E-04     0.51603E-06
       4890    4917.42    4918.43     0.85487E-04     0.51897E-06
       4891    4918.43    4919.44     0.84693E-04     0.51643E-06
       4892    4919.44    4920.45     0.84665E-04     0.51391E-06
       4893    4920.45    4921.46     0.83483E-04     0.51272E-06
       4894    4921.46    4922.47     0.84298E-04     0.51535E-06
       4895    4922.47    4923.48     0.83760E-04     0.51357E-06
       4896    4923.48    4924.49     0.83804E-04     0.51128E-06
       4897    4924.49    4925.50     0.84864E-04     0.51695E-06
       4898    4925.50    4926.51     0.85041E-04     0.51761E-06
       4899    4926.51    4927.52     0.85066E-04     0.51755E-06
       4900    4927.52    4928.53     0.83510E-04     0.51038E-06
       4901    4928.53    4929.55     0.84470E-04     0.51574E-06
       4902    4929.55    4930.56     0.84362E-04     0.51554E-06
       4903    4930.56    4931.57     0.84252E-04     0.51508E-06
       4904    4931.57    4932.58     0.84029E-04     0.51197E-06
       4905    4932.58    4933.59     0.84831E-04     0.51684E-06
       4906    4933.59    4934.60     0.84138E-04     0.51484E-06
       4907    4934.60    4935.61     0.84535E-04     0.51593E-06
       4908    4935.61    4936.62     0.84256E-04     0.51265E-06
       4909    4936.62    4937.63     0.84288E-04     0.51518E-06
       4910    4937.63    4938.64     0.84458E-04     0.51583E-06
       4911    4938.64    4939.65     0.83916E-04     0.51404E-06
       4912    4939.65    4940.66     0.83285E-04     0.50969E-06
       4913    4940.66    4941.67     0.84224E-04     0.51498E-06
       4914    4941.67    4942.68     0.83896E-04     0.51410E-06
       4915    4942.68    4943.69     0.83698E-04     0.51337E-06
       4916    4943.69    4944.70     0.83618E-04     0.51070E-06
       4917    4944.70    4945.71     0.84205E-04     0.51492E-06
       4918    4945.71    4946.72     0.84002E-04     0.51443E-06
       4919    4946.72    4947.73     0.83284E-04     0.51222E-06
       4920    4947.73    4948.74     0.83694E-04     0.51335E-06
       4921    4948.74    4949.75     0.82662E-04     0.50765E-06
       4922    4949.75    4950.76     0.83872E-04     0.51402E-06
       4923    4950.76    4951.77     0.83223E-04     0.51203E-06
       4924    4951.77    4952.78     0.84065E-04     0.51449E-06
       4925    4952.78    4953.79     0.82346E-04     0.50680E-06
       4926    4953.79    4954.80     0.84152E-04     0.51475E-06
       4927    4954.80    4955.81     0.84060E-04     0.51447E-06
       4928    4955.81    4956.82     0.85040E-04     0.51758E-06
       4929    4956.82    4957.83     0.83124E-04     0.50918E-06
       4930    4957.83    4958.84     0.83974E-04     0.51421E-06
       4931    4958.84    4959.85     0.83725E-04     0.51357E-06
       4932    4959.85    4960.86     0.84478E-04     0.51575E-06
       4933    4960.86    4961.87     0.82472E-04     0.50717E-06
       4934    4961.87    4962.88     0.84358E-04     0.51537E-06
       4935    4962.88    4963.89     0.84777E-04     0.51678E-06
       4936    4963.89    4964.90     0.82978E-04     0.51114E-06
       4937    4964.90    4965.91     0.83428E-04     0.51011E-06
       4938    4965.91    4966.92     0.83299E-04     0.51213E-06
       4939    4966.92    4967.93     0.84719E-04     0.51659E-06
       4940    4967.93    4968.94     0.83749E-04     0.51350E-06
       4941    4968.94    4969.95     0.83430E-04     0.51011E-06
       4942    4969.95    4970.96     0.84655E-04     0.51628E-06
       4943    4970.96    4971.97     0.83445E-04     0.51270E-06
       4944    4971.97    4972.98     0.84312E-04     0.51523E-06
       4945    4972.98    4973.99     0.82613E-04     0.50760E-06
       4946    4973.99    4975.00     0.83470E-04     0.51264E-06
       4947    4975.00    4976.01     0.83151E-04     0.51179E-06
       4948    4976.01    4977.02     0.84140E-04     0.51470E-06
       4949    4977.02    4978.03     0.83588E-04     0.51058E-06
       4950    4978.03    4979.04     0.84817E-04     0.51676E-06
       4951    4979.04    4980.05     0.83834E-04     0.51389E-06
       4952    4980.05    4981.06     0.84464E-04     0.51569E-06
       4953    4981.06    4982.07     0.82608E-04     0.50758E-06
       4954    4982.07    4983.08     0.83538E-04     0.51285E-06
       4955    4983.08    4984.09     0.83861E-04     0.51396E-06
       4956    4984.09    4985.10     0.83679E-04     0.51328E-06
       4957    4985.10    4986.11     0.83158E-04     0.50927E-06
       4958    4986.11    4987.12     0.82703E-04     0.51028E-06
       4959    4987.12    4988.13     0.83756E-04     0.51363E-06
       4960    4988.13    4989.14     0.83684E-04     0.51329E-06
       4961    4989.14    4990.15     0.83299E-04     0.51223E-06
       4962    4990.15    4991.16     0.83201E-04     0.50927E-06
       4963    4991.16    4992.17     0.83973E-04     0.51430E-06
       4964    4992.17    4993.18     0.83271E-04     0.51202E-06
       4965    4993.18    4994.19     0.84275E-04     0.51523E-06
       4966    4994.19    4995.20     0.81105E-04     0.50281E-06
       4967    4995.20    4996.22     0.84721E-04     0.51658E-06
       4968    4996.22    4997.23     0.85288E-04     0.51818E-06
       4969    4997.23    4998.24     0.84173E-04     0.51491E-06
       4970    4998.24    4999.25     0.82273E-04     0.50641E-06
       4971    4999.25    5000.26     0.83463E-04     0.51274E-06
       4972    5000.26    5001.27     0.83564E-04     0.51304E-06
       4973    5001.27    5002.28     0.84440E-04     0.51559E-06
       4974    5002.28    5003.29     0.82600E-04     0.50742E-06
       4975    5003.29    5004.30     0.83201E-04     0.51192E-06
       4976    5004.30    5005.31     0.84121E-04     0.51462E-06
       4977    5005.31    5006.32     0.83339E-04     0.51235E-06
       4978    5006.32    5007.33     0.82713E-04     0.50789E-06
       4979    5007.33    5008.34     0.83635E-04     0.51312E-06
       4980    5008.34    5009.35     0.83631E-04     0.51324E-06
       4981    5009.35    5010.36     0.83298E-04     0.51209E-06
       4982    5010.36    5011.37     0.82991E-04     0.50860E-06
       4983    5011.37    5012.38     0.83678E-04     0.51338E-06
       4984    5012.38    5013.39     0.83583E-04     0.51309E-06
       4985    5013.39    5014.40     0.83889E-04     0.51391E-06
       4986    5014.40    5015.41     0.82706E-04     0.50786E-06
       4987    5015.41    5016.42     0.83513E-04     0.51275E-06
       4988    5016.42    5017.43     0.84401E-04     0.51559E-06
       4989    5017.43    5018.44     0.83652E-04     0.51317E-06
       4990    5018.44    5019.45     0.82754E-04     0.50800E-06
       4991    5019.45    5020.46     0.82345E-04     0.50915E-06
       4992    5020.46    5021.47     0.84438E-04     0.51570E-06
       4993    5021.47    5022.48     0.81887E-04     0.50772E-06
       4994    5022.48    5023.49     0.82609E-04     0.50756E-06
       4995    5023.49    5024.50     0.83111E-04     0.51151E-06
       4996    5024.50    5025.51     0.82915E-04     0.51103E-06
       4997    5025.51    5026.52     0.82875E-04     0.51078E-06
       4998    5026.52    5027.53     0.81995E-04     0.50566E-06
       4999    5027.53    5028.54     0.82667E-04     0.51013E-06
       5000    5028.54    5029.56     0.83166E-04     0.51179E-06
       5001    5029.56    5030.57     0.83325E-04     0.51216E-06
       5002    5030.57    5031.58     0.83188E-04     0.51186E-06
       5003    5031.58    5032.59     0.81763E-04     0.50482E-06
       5004    5032.59    5033.60     0.82926E-04     0.51106E-06
       5005    5033.60    5034.61     0.83355E-04     0.51224E-06
       5006    5034.61    5035.62     0.83276E-04     0.51212E-06
       5007    5035.62    5036.63     0.81968E-04     0.50545E-06
       5008    5036.63    5037.64     0.83776E-04     0.51366E-06
       5009    5037.64    5038.65     0.82441E-04     0.50943E-06
       5010    5038.65    5039.66     0.83120E-04     0.51165E-06
       5011    5039.66    5040.67     0.82045E-04     0.50568E-06
       5012    5040.67    5041.68     0.82423E-04     0.50950E-06
       5013    5041.68    5042.69     0.82097E-04     0.50836E-06
       5014    5042.69    5043.70     0.82332E-04     0.50921E-06
       5015    5043.70    5044.71     0.83054E-04     0.50878E-06
       5016    5044.71    5045.72     0.83273E-04     0.51211E-06
       5017    5045.72    5046.73     0.83075E-04     0.51138E-06
       5018    5046.73    5047.74     0.82715E-04     0.51040E-06
       5019    5047.74    5048.75     0.81707E-04     0.50463E-06
       5020    5048.75    5049.76     0.82698E-04     0.51034E-06
       5021    5049.76    5050.77     0.82995E-04     0.51113E-06
       5022    5050.77    5051.78     0.82742E-04     0.51047E-06
       5023    5051.78    5052.79     0.81643E-04     0.50443E-06
       5024    5052.79    5053.80     0.82612E-04     0.51007E-06
