trigger_num,name,t90,flnc_band_alpha,flnc_band_beta,flnc_band_epeak,flnc_band_phtflux
2931,4B 940414-,  46.496,  -0.81,  -2.17,181,   0.54
8031,GRB 000312-,,  -1.10,  -2.56,98.1,   0.97
1073,4B 911117-,   0.512,  -0.62,  -2.50,625,   0.15
6368,GRB 970907-,   0.896,  -1.16,  -1.58,1900,   0.57
2990,4B 940524-,  11.232,  -1.13,  -3.91,49.8,   0.50
7901,GRB 991211-,   0.512,  -0.07,  -1.44,476,   0.86
2220,4B 930305-,   0.951,  -1.00,  -2.26,364,   0.42
1301,4B 920116-,,  -1.91,  -7.63,766,   0.37
2858,4B 940304,,  -1.79,  -1.70,2500,   0.75
7648,GRB 990712-,  31.616,  -1.02,  -9.91,243,   0.95
6679,GRB 980404-,   1.408,  -0.87,  -1.91,556,   1.89
3640,4B 950611-,   0.228,   0.01,  -2.80,60.8,   0.40
7528,GRB 990424-,  95.744,  -0.39,  -2.39,83.9,   0.43
1973,4B 921002-,   0.448,   0.36,  -8.29,274,   0.52
906,4B 911016-,   0.398,  -0.37,  -2.21,270,   0.43
6891,GRB 980703-, 411.648,  -1.20,  -1.93,281,   0.86
3135,4B 940823-,  49.248,  -2.27,  -1.69,318,   0.51
3040,4B 940623-,  25.984,  -1.47,  -2.15,193,   0.95
5080,4B 960229-,   9.536,  -0.57,  -3.33,42.6,   2.20
5537,4B 960713-,   0.448,   0.67,  -1.67,305,   0.28
7277,GRB 981223,,  -1.20,  -2.87,135,   2.96
7803,GRB 991014,   4.352,  -0.55,  -2.59,97.5,   1.46
2035,4B 921031-,   5.056,  -2.05,  -2.00,325,   0.52
6435,GRB 971015-,  42.496,  -1.52,  -2.34,256,   0.37
3448,4B 950301, 331.232,  -1.18,  -2.45,172,   0.70
3087,4B 940717-,   1.152,  -1.16,  -2.15,170,   3.74
6242,GRB 970526,  77.824,  -1.27,  -2.22,54.9,   0.74
2980,4B 940516,   2.884,  -0.57, -31.63,63.3,   1.38
2287,4B 930405-, 461.984,  -0.65,  -2.32,188,   0.51
6243,GRB 970529,  35.392,  -0.02,  -3.47,121,   0.29
753,4B 910903,  18.240,  -1.45, -23.08,116,   0.35
1682,4B 920630,,   0.61, -23.28,200,   0.14
2362,4B 930531,  45.328,  -0.81,  -2.97,67.1,   0.83
3773,4B 950901-, 107.424,  -0.48, -29.94,52.8,   0.59
1561,4B 920420,  22.656,  -1.59,  -5.25,82.2,   0.75
7452,GRB 990306-,  89.920,  -1.91,  -4.29,1140,   0.88
3279,4B 941110-,  41.056,  -0.92,  -2.76,69.1,   0.67
3109,4B 940806-,  34.496,  -0.22,  -3.05,103,   0.93
2879,4B 940312-,   0.176,  -0.13, -23.28,217,   0.15
3941,4B 951211-,  52.096,  -1.24,  -4.38,96.4,   0.43
6358,GRB 970903-,   1.856,  -0.83,  -2.16,153,   0.36
5655,GRB 961105,   6.208,   0.33,  -3.03,91.9,   0.87
1390,4B 920212,  17.728,  -1.10,  -2.04,218,   0.37
7965,GRB 000123-,  43.520,  -0.41,  -2.01,125,   1.29
577,4B 910725-, 179.840,  -1.31,  -2.70,181,   0.50
1311,4B 920123,,  -0.40,  -3.88,83.7,   0.43
121,4B 910429,  75.008,  -1.75, -17.09,127,   0.92
2810,4B 940209,   2.410,  -0.63, -18.63,338,   0.72
7615,GRB 990620-,  26.688,  -1.16,  -3.30,108,   0.42
1723,4B 920724,,  -0.16,  -2.16,97.9,   0.36
6615,GRB 980225, 127.744,  -0.71,  -2.01,349,   1.85
4701,4B 960201,  74.688,  -0.98, -20.42,221,   1.79
1036,4B 911110, 100.096,  -1.43,  -3.26,182,   0.64
6787,GRB 980527-,   0.768,  -0.30,  -2.33,468,   0.34
7455,GRB 990307,   2.120,  -0.17,  -8.19,238,   0.42
3358,4B 950115-,  25.024,  -0.66,  -2.44,124,   0.77
869,4B 911005, 110.464,  -1.00,  -2.49,290,   1.28
2138,4B 930120,  77.248,  -1.46,  -2.67,161,   2.76
2948,4B 940425-, 101.216,  -2.03,  -3.35,557,   0.58
5572,4B 960813-,  20.096,  -0.79,  -3.64,299,   0.64
3648,4B 950624-,  57.088,  -0.82,  -2.51,110,   1.70
2863,4B 940306,  42.624,  -0.98,  -2.30,273,   1.11
6720,GRB 980503,  40.256,  -1.91,  -7.63,1910,   0.60
501,4B 910708,  33.728,  -1.30, -23.28,99.1,   1.00
5427,4B 960415-,,  -1.06,  -2.42,162,   1.16
7838,GRB 991103,  66.048,  -1.18,  -2.20,213,   0.47
5387,4B 960331-,  43.200,  -0.47,  -3.43,169,   0.67
6139,GRB 970327-,  30.656,  -1.83,  -1.81,692,   0.59
332,4B 910612,  50.624,  -0.57,  -3.23,105,   0.63
7902,GRB 991211-,  47.104,  -1.13,  -3.14,87.9,   0.53
1319,4B 920128,,  -1.68, -27.00,27.6,   0.58
2844,4B 940223,   2.752,  -1.03,  -6.07,69.1,   0.57
6090,GRB 970214-,   6.080,  -1.17,  -2.47,153,   0.65
7976,GRB 000201-,  94.976,  -0.86,  -2.39,238,   1.24
1885,4B 920901,  61.632,   0.02,  -2.91,117,   0.44
2283,4B 930404,   2.240,   0.49,  -1.67,370,   0.11
7377,GRB 990208-, 212.352,  -2.38,  -3.27,623,   0.55
2510,4B 930902-,  15.552,  -1.66,  -3.23,141,   0.69
6914,GRB 980710,  77.312,  -1.95,  -5.72,534,   0.50
2340,4B 930514-,  22.464,  -0.26,  -3.26,110,   0.88
2217,4B 930304,   0.656,   0.06,  -2.49,702,   0.79
6620,GRB 980301-, 128.128,  -0.22,  -2.20,84.3,   0.49
3215,4B 941003-,   0.640,  -0.67,  -4.45,422,   1.43
6536,GRB 971218-,   6.784,  -1.91,  -4.71,1340,   0.80
1456,4B 920301,  47.872,  -1.91,  -7.01,1380,   0.52
7451,GRB 990306-,  18.752,  -1.48,  -3.34,43.2,   1.31
7999,GRB 000226-,   0.527,   0.40,  -1.80,174,   0.18
594,4B 910730-,  26.880,  -0.55,  -4.06,258,   0.82
8084,GRB 000421,  82.176,  -0.34,  -2.42,101,   1.14
3073,4B 940712,   0.056,  -0.35,  -1.69,279,   0.10
2309,4B 930418-,  20.480,  -0.35,  -4.52,346,   0.62
4388,4B 960115,  71.040,  -1.18,  -2.16,73.3,   0.60
6190,GRB 970417-,  43.328,  -1.30,  -2.33,93.7,   0.50
825,4B 910927-,  74.880,  -1.37,  -2.12,115,   0.39
2110,4B 921230-,  18.752,  -0.76,  -3.20,465,   2.00
6234,GRB 970517-,  89.664,  -1.00,  -4.05,251,   0.34
5719,GRB 961220,   9.792,  -1.24,  -7.53,236,   0.75
1693,4B 920710-,  10.496,  -2.11,  -2.63,369,   0.84
1440,4B 920226-,  24.384,  -0.88,  -3.61,286,   2.09
2304,4B 930415,  54.304,  -1.60,  -4.15,84.8,   0.44
1076,4B 911117-,   0.161,  -1.00, -14.85,900,   0.61
2901,4B 940331-,  28.416,  -2.13,  -2.49,88.7,   1.26
6690,GRB 980417-,,  -1.36,  -1.61,162,   0.37
3611,4B 950531,   3.520,  -1.68,  -2.68,54.1,   0.34
5453,4B 960507,   0.985,  -1.19, -14.90,848,   0.46
2190,4B 930214-, 135.872,  -2.05,  -2.35,684,   0.70
2665,4B 931128-,  30.592,  -0.99, -10.17,78.8,   1.06
6672,GRB 980401-,  27.904,  -1.74,  -2.31,79.4,   2.46
6399,GRB 970926-,  14.528,  -1.91,  -4.32,1290,   0.88
6222,GRB 970505,  33.856,  -2.01,  -2.58,858,   0.84
6436,GRB 971015-,   6.208,  -0.60,  -2.54,314,   1.41
3887,4B 951030-,,  -1.06,  -2.76,77.7,   0.62
5773,GRB 970111,  31.488,  -0.76,  -6.77,164,   6.35
5407,4B 960403-,  75.968,   0.14,  -3.09,170,   0.46
6339,GRB 970818,  15.232,  -0.94, -16.24,1050,   0.52
7769,GRB 990917, 164.224,  -1.91,  -7.63,1140,   0.98
2581,4B 931013-, 104.352,  -1.41,  -2.37,232,   0.44
7573,GRB 990518-,  51.520,  -1.87,  -1.71,1530,   0.68
7464,GRB 990311,  41.088,  -0.66,  -2.36,315,   1.75
3593,4B 950522-,  59.072,  -1.29,  -6.09,1590,   1.15
659,4B 910809-, 102.080,  -0.26,  -2.98,54.7,   0.96
5524,4B 960702-,  42.912,  -0.47,  -5.34,121,   0.27
3359,4B 950115-,   0.344,  -1.23, -14.90,800,   0.56
7654,GRB 990715-,  68.928,  -0.55,  -2.96,119,   0.48
6141,GRB 970328-,  62.656,  -1.23, -18.63,523,   0.42
4939,4B 960219,  20.064,  -0.91,  -2.46,132,   0.81
6229,GRB 970511,  26.368,  -1.54, -18.06,217,   1.57
2715,4B 931229-,   0.384,  -0.32, -17.12,1580,   1.69
3242,4B 941014-,   8.576,  -0.49,  -3.09,32.3,   5.92
5409,4B 960403-,  70.400,  -1.14,  -5.18,254,   0.71
7948,GRB 000113, 231.872,  -2.22,  -3.41,541,   0.62
5612,GRB 960923-,  73.152,  -1.17,  -2.09,720,   0.30
1948,4B 920920,,  -1.67,  -2.64,52.7,   0.58
2205,4B 930219-,   1.152,   1.16,  -2.16,156,   0.26
6680,GRB 980405,,  -0.22,  -3.15,274,   0.41
6226,GRB 970509,  63.040,  -1.01,  -2.23,180,   1.30
929,4B 911025-,   0.801,  -0.38,  -3.86,71.7,   0.22
7157,GRB 981015-,,  -2.24,  -2.53,117,   1.82
6641,GRB 980315-,   2.624,  -0.90,  -2.79,183,   0.86
3486,4B 950327-,  67.776,  -1.49,  -9.59,153,   0.56
7703,GRB 990807,  73.536,  -1.00,  -2.32,180,   1.01
5704,GRB 961202,  10.048,  -1.72, -13.18,117,   1.01
1459,4B 920302-,,  -0.83,  -3.51,77.6,   0.68
7028,GRB 980828,  22.208,  -0.84,  -1.95,178,   2.91
2688,4B 931209-,  35.712,   1.57,  -2.48,115,   0.49
7602,GRB 990610-,   4.268,  -0.11,  -1.60,117,   0.28
2321,4B 930430-,   8.384,  -1.04,  -3.62,199,   2.81
6111,GRB 970302-,  53.632,  -1.47, -13.92,1080,   0.71
2074,4B 921203,  83.584,  -1.40,  -2.91,135,   0.93
2860,4B 940305-,   1.463,  -0.59,  -2.69,561,   0.64
2101,4B 921217,  30.208,  -1.54, -15.55,534,   0.59
2825,4B 940214-,  32.096,  -1.64,  -2.76,88.3,   0.48
973,4B 911031-,  89.984,  -1.28,  -2.19,242,   1.66
2267,4B 930326-,  14.080,  -1.28,  -2.10,203,   0.57
1388,4B 920210-,,  -0.55,  -3.04,101,   1.94
824,4B 910926-,  40.128,  -0.53, -29.10,86.3,   0.55
6115,GRB 970306, 122.496,  -0.96,  -1.79,343,   1.02
2570,4B 931008-,  13.824,  -0.52,  -2.68,250,   1.60
1653,4B 920617-,  62.848,  -0.03,  -2.68,41.2,   0.62
3655,4B 950630,  19.424,  -0.81,  -2.04,88.9,   0.65
7108,GRB 980921, 157.120,  -1.14,  -3.08,209,   0.49
3888,4B 951030-,   1.736,  -1.46,  -1.58,967,   0.68
5607,GRB 960919,   1.088,  -0.22,  -2.02,405,   0.99
2711,4B 931226, 124.864,  -2.01,  -2.28,120,   1.36
3297,4B 941126-,   0.272,  -1.00,  -1.66,1070,   0.48
7625,GRB 990701-,  26.688,  -1.14,  -3.01,138,   0.51
7638,GRB 990707-, 125.504,  -1.91,  -3.78,1220,   1.15
7973,GRB 000130, 108.224,  -0.89,  -2.27,490,   0.27
3287,4B 941119,  33.408,  -1.33,  -2.41,203,   1.89
5476,4B 960528,  21.888,  -1.32,  -2.33,114,   1.23
1567,4B 920423-,  17.152,  -0.84,  -2.32,62.6,   0.68
3466,4B 950312,,  -1.49, -18.63,147,   0.45
537,4B 910714,   4.288,   0.06,  -3.80,391,   0.59
2181,4B 930210,  96.704,  -1.80,  -1.78,546,   0.46
7671,GRB 990724,   5.056,   1.20, -18.61,168,   0.22
2099,4B 921216,   2.560,   0.03,  -2.83,309,   1.03
1657,4B 920619-,  13.312,  -1.19, -18.63,328,   0.43
398,4B 910620-,  25.600,  -1.39,  -2.46,133,   1.43
6662,GRB 980327,   2.368,  -1.82,  -1.49,2370,   1.02
1190,4B 911217-,   7.168,  -1.20,  -2.88,108,   1.77
3465,4B 950311,  17.056,  -0.80,  -7.63,254,   0.25
549,4B 910718-,  14.400,  -1.24,  -2.82,249,   0.46
6882,GRB 980627-,  15.040,  -2.07,  -2.35,174,   1.15
6159,GRB 970405,  49.920,  -2.05,  -3.20,546,   1.76
2344,4B 930517-,  31.520,  -1.63,  -7.63,1790,   0.33
7371,GRB 990205,  49.536,   0.57, -32.17,83.3,   0.54
3567,4B 950509-, 589.536,  -1.18,  -2.23,146,   0.57
5591,GRB 960831-, 135.488,  -1.24, -18.63,484,   1.34
741,4B 910829,  12.480,  -1.53,  -7.63,1910,   0.31
2649,4B 931120,   0.256,   0.03, -14.13,137,   0.16
4048,4B 951220,  13.696,  -0.81,  -9.60,365,   1.93
7263,GRB 981215,  53.184,  -1.74,  -1.58,1510,   0.62
6718,GRB 980501,   0.344,  -0.87,  -4.18,152,   0.33
3320,4B 941215-,  42.624,  -0.10,  -3.43,128,   0.93
612,4B 910803,,  -0.64,  -2.96,238,   1.26
2446,4B 930714,   8.256,  -0.74,  -2.93,258,   2.05
6134,GRB 970323,,  -1.32, -23.28,108,   0.25
2393,4B 930614-,   5.134,  -1.52,  -1.39,908,   6.50
2951,4B 940427,   4.864,  -1.11,  -7.20,179,   1.27
6788,GRB 980527-,   0.092,  -0.85,  -4.43,1920,   1.21
1154,4B 911209-,   0.193,   0.57,  -1.48,313,   0.36
3801,4B 950916-,  30.752,  -0.41, -12.32,158,   0.40
1650,4B 920615-,   5.376,  -0.01,  -6.22,65.2,   1.39
3307,4B 941202,  42.976,  -1.91,  -6.88,1880,   0.61
3917,4B 951123, 163.712,  -1.08,  -8.77,326,   0.49
2671,4B 931203,  31.456,  -1.91,  -6.91,791,   0.44
1123,4B 911127-,  32.128,  -1.36, -18.63,437,   0.30
3177,4B 940921-,   6.688,  -1.17,  -2.16,163,   1.42
6985,GRB 980810,,  -0.85,  -2.57,338,  10.72
6911,GRB 980707-,   5.312,  -1.99,  -1.52,1100,   0.53
3067,4B 940708-,  66.976,  -1.42,  -2.35,330,   2.83
7489,GRB 990323-,,  -1.83,  -2.16,18.5,   0.81
6453,GRB 971029-,  89.856,  -1.21,  -2.58,104,   3.24
5955,GRB 970128,  11.648,  -1.62, -20.77,191,   0.45
8064,GRB 000403, 148.224,   0.34,  -3.05,63.4,   0.63
2892,4B 940326,   0.288,  -0.79,  -3.01,233,   0.46
105,4B 910421,   5.184,  -1.00,  -2.94,128,   2.87
474,4B 910702-,   0.152,  -0.32,  -8.64,832,   0.77
3913,4B 951119-,  81.088,  -1.80,  -7.63,1140,   0.80
223,4B 910523-,  29.184,  -2.12,  -4.73,250,   0.59
3735,4B 950804-,   1.301,  -0.20,  -3.66,595,   1.08
6270,GRB 970613-,  37.568,  -1.01,  -5.75,273,   0.47
6288,GRB 970629,  13.184,  -1.68,  -1.62,1080,   2.11
1449,4B 920228,  33.216,  -1.34,  -9.54,257,   0.61
1714,4B 920721-,  23.616,  -1.78,  -7.01,9.16,   0.70
206,4B 910517-,,  -0.63, -11.92,612,   0.49
2753,4B 940112-,  21.760,  -1.16,  -3.13,192,   0.69
6571,GRB 980114,   0.326,  -1.66,  -1.52,1340,   0.21
2636,4B 931115,  31.296,  -0.33, -28.00,100,   0.42
7852,GRB 991112,,   0.30,  -2.50,96.1,   0.43
2450,4B 930720-,  45.888,  -1.02,  -2.52,202,   2.33
3717,4B 950730,  59.232,  -1.91,  -7.63,1910,   0.61
5510,4B 960621-,  50.720,  -1.66, -18.63,207,   0.47
5555,4B 960730-,  49.216,  -1.32, -17.43,127,   0.56
6450,GRB 971024-,  23.488,  -0.38,  -3.75,53.3,   0.66
3143,4B 940830-,   4.147,  -1.08,  -1.99,106,   1.40
6987,GRB 980813,  33.280,  -2.02,  -1.94,148,   0.49
110,4B 910425-, 430.016,  -1.47,  -1.72,272,   0.29
3357,4B 950114-,,  -1.85,  -1.50,6250,   0.24
5645,GRB 961026-,  40.960,  -1.36, -18.63,190,   0.78
3407,4B 950207-,  91.360,  -1.25,  -8.07,274,   0.56
1218,4B 911225-,   9.472,   0.01,  -2.72,112,   1.10
909,4B 911019,   0.832,  -1.80,  -2.34,70.7,   0.34
2489,4B 930812,,  -0.17,  -1.48,404,   0.31
3062,4B 940706-,  23.648,  -2.38,  -3.58,170,   1.31
6694,GRB 980420,  39.936,   0.52,  -2.12,312,   1.00
2193,4B 930214-, 135.168,  -0.18,  -2.24,207,   0.62
3037,4B 940621-,   0.048,   2.56,  -2.70,131,   0.17
5411,4B 960405-,  27.136,  -2.00,  -2.38,165,   1.26
7102,GRB 980918,   0.399,   1.28,  -2.10,156,   0.23
2081,4B 921207-,  15.680,  -0.68,  -7.63,659,   0.51
2435,4B 930708-, 196.640,  -1.60,  -3.36,130,   0.86
6214,GRB 970429-,,  -0.96,  -2.47,229,   2.21
6935,GRB 980720,  88.256,  -1.21,  -2.14,223,   0.51
690,4B 910817,   3.200,   0.59,  -7.46,119,   0.23
640,4B 910806,,  -0.62,  -2.00,568,   0.17
5730,GRB 961228-,   7.744,  -1.50,  -2.83,188,   0.28
7888,GRB 991201,   6.208,   1.01,  -5.49,46.1,   1.03
3893,4B 951104-,  35.648,  -0.56,  -3.83,166,   1.91
3057,4B 940703-,  34.880,  -1.03,  -2.39,652,   7.62
1419,4B 920218-, 122.496,  -1.48,  -2.51,162,   1.52
1435,4B 920224-,   1.216,   0.37,  -8.88,380,   0.20
7078,GRB 980910-,   0.448,  -1.31, -11.92,1260,   0.44
3472,4B 950317-,  15.936,  -1.18,  -2.33,99,   0.85
2127,4B 930112-,,  -1.35, -15.73,683,   2.42
3338,4B 950101,   0.108,  -0.93,  -7.24,142,   0.30
5507,4B 960620,   6.720,  -0.84,  -6.61,128,   0.44
7319,GRB 990111-,  49.664,  -1.31,  -2.08,169,   1.06
6613,GRB 980223,  42.368,   0.01, -24.24,142,   0.39
2472,4B 930730,  41.696,  -0.90, -23.28,189,   0.29
5654,GRB 961102,  71.360,  -0.31,  -2.53,198,   2.22
4157,4B 951228,  20.032,  -0.19,  -2.69,86.4,   1.54
2795,4B 940201-,   0.232,  -0.61,  -7.63,723,   0.49
6437,GRB 971015-,   9.408,  -1.15,  -2.80,81.4,   0.78
2691,4B 931212,  26.752,  -0.41,  -1.44,735,   0.28
555,4B 910719,   4.160,  -1.45, -18.63,472,   0.21
7000,GRB 980819, 105.088,   0.59,  -2.15,66.1,   0.56
7929,GRB 000101,  51.776,  -1.23,  -2.04,454,   2.08
5664,GRB 961110,   2.496,  -1.31,  -1.77,101,   0.39
6610,GRB 980222-,  71.936,  -0.97,  -4.62,104,   0.83
1308,4B 920121-,   0.215,   0.72,  -2.49,177,   0.35
2793,4B 940129,   6.976,  -0.55,  -2.96,628,   1.28
2111,4B 921230-,  29.056,   0.11,  -3.06,107,   0.88
2703,4B 931222,  57.664,  -1.32,  -3.20,369,   1.18
3886,4B 951030-,  12.480,  -1.11,  -2.20,125,   0.81
1489,4B 920317,,  -0.88, -14.80,183,   0.30
2126,4B 930110-,   0.401,  -0.66,  -7.63,383,   0.69
6716,GRB 980430-,,  -2.00,  -3.69,379,   0.66
3527,4B 950430-,  13.568,  -0.92,  -2.75,186,   1.60
473,4B 910702-,  31.104,  -0.13,  -3.23,83.2,   0.44
3360,4B 950117-,,  -0.93,  -1.56,727,   0.69
1482,4B 920314-,,  -1.39,  -3.51,161,   1.13
1623,4B 920524,  66.112,  -1.00,  -2.45,432,   1.03
7645,GRB 990711, 431.616,  -1.63,  -8.19,179,   0.43
6445,GRB 971023-,   1.536,  -1.76,  -1.73,1110,   0.40
1150,4B 911207,  61.632,  -1.30,  -2.89,85.5,   1.26
3900,4B 951107-,  86.720,  -1.01,  -2.25,119,   0.68
480,4B 910703,   0.067,  -0.27,  -1.68,217,   0.53
6321,GRB 970801,  22.592,  -1.67,  -3.28,131,   1.44
5626,GRB 961008,  22.272,  -1.45,  -2.37,195,   0.41
2504,4B 930826,   0.128,  -0.90,  -4.02,525,   0.18
2632,4B 931113-,   1.443,  -0.49,  -2.20,101,   0.66
7998,GRB 000226-,  10.240,  -0.51,  -3.95,77.5,   1.56
7228,GRB 981125-,  99.584,  -0.67,  -2.12,122,   1.04
5622,GRB 961002, 106.048,  -2.17,  -2.52,106,   0.56
3664,4B 950713,  85.216,  -1.13,  -2.53,64.9,   0.70
5632,GRB 961015,  49.408,  -0.64,  -2.62,585,   0.69
7984,GRB 000205,  10.432,  -1.05,  -2.21,332,   2.08
3509,4B 950416-,  14.944,   0.46,  -5.12,146,   0.71
2053,4B 921112-,  15.360,  -1.09,  -3.32,203,   1.15
5592,GRB 960906-,   0.475,   0.83, -27.48,224,   0.23
1114,4B 911123-,   4.800,  -0.86,  -3.91,110,   1.93
1365,4B 920207,,  -1.35, -18.63,401,   0.41
678,4B 910814-,  53.888,  -1.00,  -5.07,1810,   2.98
2541,4B 930926,  89.376,  -0.90,  -2.41,85.7,   0.42
5559,4B 960802,  16.736,  -0.14,  -3.14,265,   0.30
1533,4B 920331-,  99.776,  -0.86,  -3.03,172,   1.30
2690,4B 931211,   0.200,   0.05,  -1.62,302,   0.20
8009,GRB 000302-,  14.336,  -0.74,  -2.03,201,   0.55
526,4B 910713,   6.592,  -1.75,  -4.95,22,   0.58
2391,4B 930612-,  13.920,   1.10,  -2.33,135,   0.23
2919,4B 940410-,  20.320,  -1.36,  -1.95,394,   1.67
1736,4B 920803-,   0.128,   0.27,  -4.03,161,   0.26
6144,GRB 970329-,   0.690,  -1.55,  -1.52,1060,   0.33
1102,4B 911120-,   0.187,   0.21,  -2.54,96.6,   0.23
7504,GRB 990403-, 111.360,  -1.53,  -2.28,103,   1.56
2377,4B 930606-,   0.496,  -0.44,  -3.16,676,   1.36
7285,GRB 981228, 156.096,  -0.82,  -3.60,104,   0.67
3662,4B 950706,  68.896,  -1.15,  -1.78,528,   1.00
6642,GRB 980315-, 105.024,  -0.79,  -3.33,329,   0.70
3671,4B 950718,  70.240,  -1.12, -14.20,874,   0.41
5635,GRB 961017-,  31.296,  -1.07,  -2.29,317,   0.39
5548,4B 960722-, 187.776,  -1.91,  -7.50,756,   1.14
7323,GRB 990113, 107.840,  -1.29,  -2.06,113,   0.64
5509,4B 960621-,,  -1.17, -11.92,142,   0.36
6504,GRB 971127,  47.488,  -0.42,  -2.48,135,   1.01
5517,4B 960624-,  14.464,  -1.23, -23.28,189,   1.45
5567,4B 960807,  12.736,  -1.37, -19.53,367,   5.75
6376,GRB 970910-,   1.320,  -1.85,  -2.00,39.8,   0.29
5867,GRB 970119,  13.184,  -1.03,  -2.43,198,   1.00
1967,4B 921001-,  25.408,  -0.59,  -3.75,135,   1.12
6292,GRB 970701,   7.872,  -0.16,  -2.21,677,   0.70
3292,4B 941122-, 113.952,  -1.85,  -1.80,597,   0.64
249,4B 910601,  28.544,  -0.98,  -2.86,466,   5.51
6306,GRB 970714-, 159.616,  -0.78, -13.34,438,   0.38
3237,4B 941011,  46.240,  -1.25,  -2.52,107,   1.18
6300,GRB 970709-,  63.168,  -1.75,  -2.87,19.5,   0.62
3280,4B 941111,   3.392,  -1.09,  -4.18,175,   0.32
8039,GRB 000317,  83.520,  -0.77,  -1.94,113,   0.42
6529,GRB 971210-,  37.184,  -0.66,  -2.67,193,   0.50
7674,GRB 990725,  91.520,   2.06,  -1.91,218,   0.26
6950,GRB 980727-,,  -1.28,  -3.90,137,   0.45
7854,GRB 991113,  61.440,  -0.89,  -2.47,140,   2.13
7247,GRB 981203-, 180.736,  -1.00,  -1.78,740,   1.11
6273,GRB 970616-,  48.640,  -1.10,  -2.69,123,   0.52
809,4B 910919,   1.280,  -1.00,  -7.63,278,   1.14
834,4B 910928-,   1.088,  -1.24,  -3.37,304,   0.23
6241,GRB 970525,   8.768,  -1.32,  -2.37,161,   0.98
1683,4B 920701,   3.904,  -1.20,  -2.93,355,   4.28
2610,4B 931030-,  48.704,  -1.54,  -8.84,2380,   0.32
1717,4B 920721-,  14.656,  -0.98,  -2.76,158,   1.46
3167,4B 940913,   3.872,  -1.30, -16.36,73.9,   0.41
3259,4B 941026-,  48.448,  -1.20,  -2.24,263,   1.05
6903,GRB 980706-, 211.392,  -1.11, -22.21,126,   0.82
4251,4B 960106,  13.344,  -0.85,  -4.07,59.1,   0.57
6916,GRB 980711,   0.960,   0.10,  -1.87,179,   0.85
3464,4B 950310,,  -1.02,  -2.19,149,   0.57
2047,4B 921110-,  41.088,  -1.45,  -2.56,122,   0.61
6119,GRB 970312,  15.104,  -0.46,  -2.43,334,   0.40
3765,4B 950818,  72.576,  -1.07,  -3.25,189,   1.76
1546,4B 920408-,  21.632,   0.10,  -2.07,612,   0.35
1611,4B 920518,  35.264,  -1.31,  -4.52,452,   0.33
1730,4B 920730-,  31.040,  -0.31,  -2.18,82.7,   0.56
2571,4B 931008-,,  -0.68,  -1.58,115,   0.98
2373,4B 930605-,  52.512,  -0.99, -25.45,94.1,   0.53
1540,4B 920405,  55.424,  -0.75,  -2.68,104,   0.52
2112,4B 921230-, 208.128,  -1.62,  -1.41,1610,   0.39
2994,4B 940526-,  48.576,  -1.17, -16.19,1340,   2.63
1071,4B 911117-,,  -0.88,  -2.62,82.2,   0.45
2530,4B 930914, 194.880,  -1.36,  -3.09,100,   1.14
6151,GRB 970402-,  11.840,  -2.10,  -4.52,1340,   0.32
7497,GRB 990330-,  32.448,  -0.77,  -2.41,111,   1.11
7626,GRB 990701-,   0.384,  -0.40,  -4.88,648,   0.45
6168,GRB 970411,  58.880,  -1.08,  -1.82,438,   2.36
2360,4B 930530-,   0.568,   1.43,  -1.98,125,   0.41
5667,GRB 961111-,  33.216,  -0.94,  -2.63,120,   0.74
7923,GRB 991228-,  16.960,  -2.06,  -3.22,675,   1.07
5711,GRB 961212,   2.240,  -1.29,  -9.35,1000,   2.34
7936,GRB 000107-,  39.424,  -0.65,  -3.82,376,   0.31
6538,GRB 971219,  26.624,  -0.80,  -2.01,125,   0.56
7599,GRB 990605,   6.336,   0.36,  -1.72,325,   0.46
6619,GRB 980301-,  35.968,  -1.16,  -2.53,188,   1.02
6698,GRB 980421-, 100.928,  -1.25,  -9.45,2110,   0.32
999,4B 911104,   6.656,  -1.14,  -2.22,397,   1.85
3212,4B 941003-,  83.424,  -0.07,  -2.02,90.7,   0.56
6554,GRB 980101,  10.368,  -0.90,  -3.22,60.1,   1.29
2202,4B 930219-,  17.024,  -1.07, -16.32,46.1,   0.54
469,4B 910630,  15.424,  -1.29, -18.46,617,   1.08
5450,4B 960428, 172.160,  -0.96,  -3.46,342,   1.05
6938,GRB 980722, 104.256,  -0.81,  -2.70,59.5,   0.65
3283,4B 941114,  45.824,  -1.10,  -2.36,162,   0.90
6631,GRB 980308,   7.168,   0.98,  -2.18,78.1,   0.52
6100,GRB 970223,  16.256,  -0.88,  -2.01,391,   3.27
5539,4B 960715-,  77.824,  -0.94,  -3.08,102,   0.86
7968,GRB 000126-,  50.752,  -1.01,  -2.39,70.8,   0.68
7987,GRB 000212,   8.320,  -0.66,  -2.32,343,   2.13
2380,4B 930607,  81.984,  -0.90,  -2.24,430,   0.35
3742,4B 950806-,   0.448,   0.63, -18.63,732,   0.33
3066,4B 940708-,   0.176,   0.37, -23.24,174,   0.15
6581,GRB 980125-,,  -1.60,  -2.62,217,   3.02
7735,GRB 990824-,,   0.66, -23.28,307,   0.16
5495,4B 960613-,  26.272,  -1.16,  -2.06,117,   0.79
2851,4B 940227,   2.368,  -1.91,  -7.63,1360,   0.57
6319,GRB 970725-,  33.024,  -1.55,  -2.54,69.9,   0.93
